term;tfidf
care people;0.8807524376484189
people living;0.8803232963063581
know lot;0.8790795177217764
people try;0.8789208181204439
people one;0.8786102003357639
need change;0.877550096546138
didnt even;0.8765487364640523
really wish;0.8754618891806962
would get;0.8752724518606717
young child;0.8749383625144229
like every;0.8734743072428804
think need;0.8729712220754773
believe article;0.8712875478882556
hard feel;0.8707336208407787
people never;0.8705669404435858
know know;0.8695641050907028
ive never;0.8631598734025698
really understand;0.8628334207863158
even go;0.8617005763576209
story like;0.8592293198236569
cant really;0.8589553149917384
hello read;0.857575989666834
way help;0.8573167367273815
like happens;0.8572050354892126
really going;0.8556029006586405
would probably;0.8547010729326657
hate see;0.8537530910240521
kill someone;0.8532936271632313
doesnt make;0.8531695115423722
thought prayer;0.8524767944773608
go people;0.8517478659414488
first time;0.8516413452512864
especially since;0.8488408586063774
sleep paralysis;0.8477453691351511
thats really;0.847061299607857
lung cancer;0.8464880360185623
come together;0.8454904028523851
many different;0.8451004395493876
worst thing;0.8448735036002258
could help;0.8441655680538814
bad enough;0.8441400136703004
sad feel;0.8440792878772682
dear friend;0.843986158211067
air quality;0.8431099996403446
story really;0.8424202838874728
read recently;0.8418127601097601
article feel;0.8406442493695604
hard get;0.840057526555976
people say;0.838652515887039
going people;0.8377760150504535
many year;0.8368909321775928
lot thing;0.8358506463429786
far away;0.8352567594891954
thing really;0.8334854041486693
get along;0.8329819267208615
part world;0.8308417827368153
right wrong;0.8306925044415554
good bad;0.8295926431009142
help poor;0.8287483399519886
day day;0.8279961587557207
across country;0.8279879211621255
group people;0.8277244386093864
disaster like;0.8237041513313345
believe happened;0.8221938508191601
getting hand;0.8215398734257462
feel much;0.821197062476315
dont live;0.8205574208112807
human life;0.8198000387456028
sure read;0.8168996587695678
family friend;0.8167915278818524
wild fire;0.8161236101930595
white house;0.8153042828743041
hope never;0.8147073083598324
thing happened;0.8139700848963398
trying take;0.813148414733752
little girl;0.8125181685079588
much money;0.8121687965245655
people time;0.8117443963340298
save life;0.8116742492934202
every single;0.8107003332835296
something would;0.8106663231402036
kim kardashian;0.8106239562918196
huge problem;0.8096737832059686
way life;0.8095839217233677
gun control;0.8082940936628257
best interest;0.8082132308260797
older people;0.8075751645861626
whole situation;0.8062236898948897
like country;0.8053404180048438
move forward;0.8033790795839126
gun law;0.803337721680462
let people;0.8032258903379119
need come;0.803128497917367
child pornography;0.8023470484628007
people make;0.8009315332515045
think good;0.8004401595227587
much like;0.800282550267934
time people;0.7994466230308704
sad child;0.7993119114952565
heart breaking;0.7992982882835852
though probably;0.7991491871642881
way thing;0.7983238984614858
people stop;0.7971799094416474
get back;0.7951765342459218
food water;0.7949881075461182
someone love;0.7939477905592343
imagine must;0.7926616232149719
big thing;0.7919862275149184
little boy;0.7918426537438895
whole life;0.7915370721039767
look bad;0.7904207751427791
going happen;0.7875574840841641
minding business;0.7859754236049272
could even;0.7854579792427778
great barrier;0.7852166485964986
barrier reef;0.7852166485964986
people home;0.7844043789891397
come back;0.7842897553152454
really scary;0.784050998934669
wouldnt want;0.7840434799358899
country dont;0.7833778823260161
take away;0.7830946505418875
doesnt mean;0.7823395798450647
well known;0.782246942248338
find interesting;0.7815590343195526
drug cartel;0.7808033801340609
get caught;0.7807714596126468
like live;0.7803435680025886
another sad;0.7798665464045281
one way;0.7797771370040785
said people;0.7784452615924704
really good;0.7781688615880584
would happened;0.7769552748895847
like much;0.7764168486267982
life family;0.7762316183755067
something need;0.7762055319800123
interested reading;0.7715999201114259
made think;0.7707552238247355
fear life;0.7701923075297684
think probably;0.7692033015996248
make look;0.7691116372167006
international community;0.7686607180644393
pretty messed;0.7680338416996957
like many;0.7677423372262686
gender gap;0.767733448103636
wish would;0.7672939127188243
extremely sad;0.7671659114028591
always thought;0.7664597137755682
life people;0.7659226185323347
act violence;0.765880140785379
even one;0.7651983568393209
want make;0.7640121974746262
renewable energy;0.763229712134079
must terrifying;0.7626904566778382
thing could;0.762602671892564
isnt going;0.7622093638203432
thing better;0.7619582414326572
important information;0.761273707480877
problem country;0.7607607735254198
child child;0.7605040356590012
unfortunate people;0.7604376042701961
silicon valley;0.7601422991895952
make money;0.7599629451669762
crazy think;0.7592144542385912
people commit;0.7590944707111101
thing even;0.7586313191395178
ive heard;0.7577659239953489
life would;0.7573843771593548
place like;0.7547354456819964
way go;0.7545186906847979
much food;0.7541402806363842
thing read;0.7540327396795438
country think;0.7527546871734421
really interesting;0.7527389306099994
life dont;0.7525166587063675
due climate;0.7513044652556311
pretty sad;0.7510285963814926
killed people;0.7491993773597483
two year;0.7486213416963197
life lost;0.7480537626119674
way die;0.7463342043339821
like someone;0.7462664487988412
going right;0.7456681734281809
one know;0.7447363363290134
article quite;0.7430919953725995
friend read;0.7427958442921193
able find;0.7426177583847918
work hard;0.7419963681202817
every year;0.7419271591765499
next year;0.7414860349455255
yet still;0.7413548622501387
kill animal;0.7411342864468023
would need;0.7406734444978637
absolutely ridiculous;0.7396049026614746
best way;0.7379637496877004
people sad;0.7371282112896669
need start;0.7361955929851351
like even;0.7361954682857645
feel need;0.7358798622666611
another country;0.7357942750829785
million people;0.7355531232433311
time wish;0.7352038929682132
get attention;0.7345015786976337
rebuild life;0.7334063584138879
wanted share;0.7332723475707739
time hear;0.7328376568341056
anything help;0.7323512618711228
long term;0.7317727141819889
war zone;0.7316189522106892
around country;0.7314496366598217
still alive;0.731199710858297
white man;0.730331713993479
make people;0.7301407020466997
much sympathy;0.7298782016303673
life many;0.7298243538063526
amusement park;0.7292384925323022
think important;0.7288407294228963
still believe;0.7262692985117469
much country;0.7254888592049844
world today;0.7250982689314388
animal zoo;0.7234390823564376
dog leash;0.7229499289862751
anywhere near;0.721590511981291
one person;0.7215472093127256
doesnt happen;0.7215121041724043
think everyone;0.7213211863375539
make much;0.7208737766696449
people right;0.7205672660561763
really people;0.7204293812735394
animal even;0.719316293450624
russian government;0.7190734130233132
many readiu;0.7186021417665908
world come;0.7171449814084552
going get;0.7167855048870018
article seems;0.7167102193248993
never want;0.7161700166016991
hear news;0.7155413911535358
thank god;0.7141802280488382
people wont;0.7130872436866792
country really;0.7125713050319608
really didnt;0.7112094425708737
people love;0.7109943230765854
never get;0.7098403046102733
article made;0.7087965777952864
child would;0.708285800156445
disturbing article;0.7077894788708786
get money;0.7068640133810612
world need;0.7066979475963768
eye injury;0.7062096605353052
seems kind;0.7053592455139943
find peace;0.7052863933133715
imagine pain;0.704951985971652
make way;0.7044335040651581
held accountable;0.7037999311459218
might interested;0.7035704415667535
step help;0.7034175627848308
could something;0.7032235099783748
hope take;0.7031855847955634
fight back;0.7023903164364987
first article;0.7019269261481372
want people;0.7017144198060765
affected tragic;0.701647838701095
innocent civilian;0.7013636232524654
place people;0.7013010646694023
need protect;0.7011861048490846
fighter pilot;0.7011858423817944
god bless;0.7011001471273521
getting hurt;0.70093908128298
long ago;0.7007789787210129
would hate;0.7005443422055109
get sad;0.6994430339759714
like like;0.6991868828955123
really concerned;0.6991100927062496
wage gap;0.6990326591062775
long life;0.6988007782592289
many innocent;0.6987765976474132
felt sad;0.6986713965942396
state need;0.6986636278129558
hope family;0.697995196039601
people go;0.6973999811275091
attorney general;0.6967796982364669
sad read;0.696740498314418
going world;0.6962978775385533
see many;0.6962188891849787
people protesting;0.695982533527669
want take;0.695955363894983
someone going;0.6958850835139128
time help;0.6958153330913414
im happy;0.6955487102649263
readiu many;0.6954214275160555
confederate flag;0.695082888274299
forest fire;0.6928958719243634
according article;0.6924495753891953
senseless act;0.6923615070862215
life must;0.691547372991439
please read;0.6908360052078804
york city;0.6904509514044044
like world;0.6901761561100865
kind people;0.6889404161015358
good idea;0.6889133771060661
go doctor;0.6887816207724983
feel sympathy;0.6883356598375847
show people;0.6877805753543307
situation really;0.687773888456284
article make;0.6867556960471911
not even;0.6859699393871141
article found;0.6841344717877149
there nothing;0.6838909051305406
today society;0.6836876486778342
terrorist attack;0.6835175679107143
feel safe;0.6823329055822882
victim affected;0.6816671280112425
sometimes think;0.6814065772897608
im surprised;0.681247269912964
sorry people;0.6801440699315077
going die;0.680008755210182
feel anything;0.6798188047381878
sort thing;0.6795093012932552
thought article;0.6794466688642684
arnold palmer;0.6791988707890217
man even;0.6782507386018152
change thing;0.6775664813569112
like there;0.6772963705076935
future generation;0.6771923267866158
woman raped;0.6769673307693262
near future;0.676214401203456
child grandchild;0.6751854109051335
must like;0.6751697254718879
life feel;0.6745044743357003
wonder people;0.6741966558936248
understand would;0.6740561058810366
going see;0.6740338539167975
see thing;0.6733723563742923
issue going;0.6727257355695988
man really;0.672369563535294
hurt someone;0.6712355375035532
better place;0.671089501706294
taken place;0.6705199358024533
left behind;0.6701022883909546
country cant;0.6699198126257402
fake account;0.6698099268630806
interesting read;0.6677689298888589
feel way;0.6674723065690048
problem people;0.6673011984220376
happen time;0.6669546780260905
make difference;0.6668960738725218
think something;0.6666909996867711
going back;0.6663116311610265
said dont;0.6662497175318607
important thing;0.6656027095420225
thousand people;0.6654993054050188
contact lens;0.6654612299517473
sad news;0.6654485662560892
wind turbine;0.6652812939530662
article see;0.6639309947857226
sexual harassment;0.6638142583525222
thing done;0.6634984955552301
also make;0.6633048153264778
state america;0.6631862413697184
really disturbing;0.6628770690867566
nothing wrong;0.6625811753714325
hard read;0.6625570860804116
one feel;0.6615942894815519
child involved;0.6614192536199605
worse people;0.6612341425498645
read really;0.6599632829851269
read something;0.6598745288877307
problem world;0.6598343307831573
trump office;0.6589781824346824
two men;0.6583584903362298
victim child;0.658062366669944
like pretty;0.6576120798736815
life also;0.6574235736875378
take responsibility;0.6570890112748333
sorry victim;0.6557858396515779
know kind;0.6552068747682218
poor boy;0.6551642732141421
killed police;0.6550790399671669
issue like;0.6550212037560319
help save;0.6546259396284351
come home;0.653871915618275
father son;0.6536238779631275
guess feel;0.6534597400246782
good way;0.6529911226322622
much worse;0.652704571802531
article problem;0.651839784860881
never even;0.6518250463778785
unarmed black;0.6516595037362936
safe place;0.6516184347291809
really take;0.6513809483019427
daily basis;0.6508153301135677
nation world;0.6506873887867068
hope something;0.6505725664979274
set fire;0.6502822118027088
think there;0.6502377006225649
take people;0.6501162171325815
news story;0.6485982282562781
causing lot;0.6478767046953623
thing know;0.6474664074797687
live long;0.6472628258552743
lost loved;0.6467746835736976
oil company;0.6466424359248588
read interesting;0.6463247539930704
world really;0.6461358400497019
shark attack;0.6461141947160708
there lot;0.6459757412145349
stuff going;0.6458835830140369
hundred thousand;0.6454690198214889
getting worse;0.6450192469743252
animal need;0.6449514253541144
small business;0.6447561751974867
put danger;0.6446421387323726
country like;0.6438205010309914
one hand;0.6436984728327494
loud music;0.6430907916828514
people hope;0.6428982006162245
time ive;0.642188587784728
would really;0.6420838167197357
good reason;0.6420183980700271
think climate;0.6411459556716819
feel people;0.6410746018285914
hope able;0.6397491845363913
like happened;0.6397452675124905
people involved;0.6396436837241818
serious problem;0.6390401299802937
death penalty;0.6389263595090366
help get;0.6385593851923993
man killed;0.6383173799923385
help need;0.6376136361570303
protest going;0.6371195734251052
natural habitat;0.6370803623827553
young kid;0.6365410047335055
something wrong;0.6362719065207748
like need;0.636137917856554
wilderness area;0.6352516968219822
day people;0.6352410469586822
cant afford;0.6352055073443231
people must;0.635153701503506
four day;0.6349511856062733
make angry;0.634908991930426
white people;0.6345838317956694
life due;0.6344005111025348
never thought;0.6337548640381027
since many;0.6332771504855264
feel though;0.6325364389473029
really care;0.6323456116494909
living condition;0.6317584031778943
there always;0.6317022696412955
realize much;0.6315854957697098
like big;0.6310611842602247
lot work;0.6308915875120934
article felt;0.6303238998314455
care animal;0.6300196097958005
right thing;0.6297153613301656
something make;0.6296282173725811
next time;0.6292772753855188
safety standard;0.6290841578753171
hear happened;0.6289268637747434
taking place;0.6285849468906823
leonard cohen;0.6283579209541872
article many;0.6283369253379194
im thinking;0.6280482029668357
gone wrong;0.6279251547444826
wrong think;0.6278036140418384
well people;0.6276271681712193
im assuming;0.6273971381981143
many life;0.6268760265671185
know something;0.6264273432003826
would scared;0.626321866250262
person would;0.626121394083563
idea people;0.6250916544768471
new information;0.624915413097805
hard imagine;0.6245226688701824
like trump;0.6237254295820418
would interested;0.623353315738749
think story;0.6233450709636265
think whole;0.6219506185595463
maybe maybe;0.62172057842394
think lot;0.6215632431883564
make upset;0.621338684124316
situation could;0.6206962252084554
care environment;0.6205256932482526
trump want;0.6197839181700632
police force;0.6196530800516807
always something;0.6193814495308405
would stop;0.6189340069990418
people kill;0.6188816936176934
get upset;0.6184938664869758
almost like;0.6178312949405874
spend money;0.6177193224492026
like kid;0.6169727167394163
wildlife area;0.6167221463268922
life think;0.6166399653092212
issue people;0.616467483299917
country seems;0.6164221155707758
think time;0.6158529240207176
food go;0.6154115635244561
story one;0.614420831449206
im tired;0.6142697568697747
even begin;0.6139298282625767
often think;0.6127282329278134
maybe didnt;0.6123936719427437
feel guilty;0.6120647781577624
trying protect;0.6119609397851785
finished reading;0.6115200125735752
like sad;0.6110596923986111
country country;0.610840773622384
im sorry;0.6107603298393401
poor guy;0.6106243969417012
people hurt;0.6106009503017662
heard people;0.6104894184752785
never ending;0.6103690128205337
could take;0.6103597971210044
fake news;0.6103028265520272
imagine people;0.6102009109618642
fossil fuel;0.6098428535575571
take control;0.609685187246217
cant seem;0.6096428006214379
people lose;0.6096330521573097
crazy story;0.6090604969372557
something help;0.6069459862281993
way make;0.6069429517707214
justice system;0.6066228311754177
sad day;0.6064698964174673
really crazy;0.6063606116098236
never happens;0.6060705421145807
say people;0.6054888874778075
several people;0.6054564630025459
place live;0.6050680676754195
life article;0.6045912138707149
especially child;0.6037754403288068
great idea;0.6035540252986417
found guilty;0.603488381719979
people able;0.6033835560780952
try take;0.6032868727612267
im really;0.6024269447146668
isnt much;0.6019183403199736
message friend;0.6017612042787649
would actually;0.6016961060758153
tell something;0.6010051263750015
life taken;0.6009960507484198
know exactly;0.600646520954811
could potentially;0.6005258833007778
guy think;0.5998804926960815
always make;0.599829027931202
done something;0.5998244658002456
think trump;0.5996851856025494
murdered someone;0.5995543291904806
look way;0.5985092330411076
read disturbing;0.5981563167493928
flesh eating;0.5979418322372314
eating bacteria;0.5979418322372314
understand dont;0.5973828862978817
here another;0.5971246342212011
cell phone;0.5968457330708361
life changed;0.5962451786993495
trying help;0.5961075363645865
really doesnt;0.5956933847437879
family would;0.5956041267557063
whole article;0.5947330649786433
responsible killing;0.5944056452976604
like know;0.5934281629072953
mean know;0.5929152902570696
believe woman;0.5927104853194534
wanted let;0.5921014350101323
take back;0.5915941975694397
save animal;0.5915850091341018
sympathy people;0.5912863441252015
think go;0.5912204474461614
better way;0.591112867651111
happening know;0.5909096038389807
child like;0.5902071573080787
mother nature;0.5900321693380919
people syria;0.5896880503012562
past year;0.5895455845766204
ive ever;0.5894878605314062
killing animal;0.5893018533498656
food eat;0.5887035473223214
something going;0.5881699650631808
every country;0.5877110946562392
think celebrity;0.5872358752930782
person thought;0.5868569856517781
may need;0.5865985026136263
woman get;0.5857409484333677
think right;0.5856767576771511
must destroyed;0.5854243210484331
typhoon meranti;0.5848219617223382
believe police;0.5843663298348929
pretty crazy;0.5842148081168375
drinking fountain;0.5831720633843465
people name;0.583097970872002
right people;0.5823129171842983
got hurt;0.5822263474966403
people leave;0.5817345629946888
one never;0.5815066095962538
another story;0.5814116975562063
like always;0.5812626029312237
people country;0.5805563240469565
lack water;0.5803442377092628
time feel;0.5803243138240836
mass shooting;0.5802018902734725
get worse;0.580024654767971
sad something;0.5796605880156318
used make;0.579496601013891
cant tell;0.5789157901092318
sea ice;0.578816356668389
seems pretty;0.577817200532047
injured killed;0.5765671608274339
sure hope;0.5764660484002824
family great;0.5763565618835389
article talking;0.575818165561748
one time;0.5756364847895377
parent must;0.5748936315187884
happening people;0.5744140079884757
said statement;0.5737999442618147
doesnt really;0.5736863298831931
home country;0.5729060260037678
european country;0.5720331064433261
begin imagine;0.5717679526560177
day one;0.5717043360516361
make change;0.5714535570219909
cant go;0.5712400589364763
ended shooting;0.5707897653312767
tragic story;0.5704239459301524
would guess;0.5699990484467565
charged murder;0.5697757542680171
life make;0.5693966986442095
article little;0.5691904192809123
would best;0.5691073342368086
maybe would;0.5688257815126969
human animal;0.5687279045192221
indigenous people;0.5686796288705481
society need;0.5668281343096148
man family;0.5667695104817927
measure put;0.5666119587526274
sure get;0.5665140031401463
life matter;0.566409115194339
could go;0.5661489342176917
people voted;0.565918147824183
suffering people;0.5656618824483617
care much;0.5646208257102477
move another;0.5645486550730167
still think;0.5638031703010317
car crash;0.563406220631627
hate isi;0.563385141246711
think shame;0.5633657728444977
day well;0.563273606416345
life animal;0.5632480690125099
every nation;0.563240420701316
