term;tfidf
case;9.256210131691871
victim;9.225548586113995
ever;9.18552118144816
seem;9.181046657964915
middle;9.17789028068523
isnt;9.099198023224314
killing;9.026379347538718
control;8.992595439487735
can;8.986845310331727
not;8.986845310331727
involved;8.96611216047127
whole;8.939850971829788
part;8.855383817889663
happens;8.801087351837266
shot;8.782287055114944
deal;8.777657749431274
scary;8.67870114003744
worse;8.673724782285719
crime;8.673485396133996
hurt;8.665857423008456
le;8.642356510599006
group;8.580488913437016
idea;8.561492149988757
men;8.503746677325116
mother;8.453468394736586
there;8.427601964032503
law;8.408304098174115
school;8.396641761598687
important;8.383383352599077
due;8.35753571143006
far;8.342653338064116
used;8.342063504686056
company;8.295628144722304
heard;8.259778085094458
point;8.249567931486135
protect;8.234090583509174
become;8.215400431727588
apparently;8.19033259887775
side;8.18644910669271
taking;8.146349811157913
sound;8.14308208770013
job;8.138243523837282
making;8.12841795628801
matter;8.059719791924067
system;8.041137248649056
yet;8.039812438632497
dead;8.027059693605354
black;8.023546947906848
type;8.003156288621023
suffering;7.9967221069451595
shooting;7.995184690895766
lose;7.989207613120349
taken;7.984171144280704
environment;7.953980310317784
awful;7.896980003579203
felt;7.760073613319417
refugee;7.724945649085243
living;7.708413297563313
sometimes;7.688716469739667
use;7.6801573534335885
heart;7.675143096888447
glad;7.599927744080872
old;7.59654332508875
went;7.581668983863233
else;7.577565364368589
specie;7.570651454004401
support;7.552265722284744
love;7.548428434425447
innocent;7.52148882654912
condition;7.491527180880645
remember;7.488327231638885
real;7.442344094518251
accident;7.430124276243285
thinking;7.321329498350561
stuff;7.295322801263311
wasnt;7.290857810660877
terrorist;7.254748268845152
leave;7.211517174584782
best;7.198455880355914
violence;7.173973819206408
today;7.169832771360134
car;7.159744698333124
future;7.1032373053237485
muslim;7.087440624685801
actually;7.067832840722935
often;7.056651730123452
medium;7.049668523456695
already;7.049617278398085
talk;7.01614912299754
young;7.002548202005557
arent;6.903007454163811
information;6.847148741933921
sick;6.845666547391634
hand;6.806728843852978
least;6.797564775723938
dangerous;6.789743473398437
instead;6.784266961529415
global;6.757288341323659
action;6.738240871410536
either;6.730887720320214
election;6.711657599076157
agree;6.697860737132765
working;6.679392160985174
tell;6.657119579356064
face;6.637965446219135
event;6.626575322067893
deserve;6.62509031131276
give;6.604310197037849
body;6.601712963217585
individual;6.583816995822903
shame;6.564482560535736
east;6.562273727248862
course;6.552488089991088
left;6.5430777666470155
completely;6.540576132976819
community;6.529908790024224
eye;6.5264933061671
lead;6.502569378268016
tragedy;6.4985288199808915
bit;6.495903707765097
damage;6.495627996083477
disturbing;6.493359561687123
sort;6.487557761274661
disgusting;6.46969527773213
united;6.454573802095588
together;6.451356744661648
fear;6.436500635227123
sorry;6.43441807476426
wow;6.411834742085556
justice;6.407782241738053
chance;6.407599067932669
murder;6.400726334040103
however;6.389098108470795
baby;6.375612973996681
caused;6.350759971605318
definitely;6.337445906290473
natural;6.3342888302418565
dying;6.330291551074325
experience;6.302873700840456
warming;6.295291959138294
told;6.281334705082076
continue;6.25680097647492
happy;6.256508076507643
political;6.2461649190915915
girl;6.240456725188809
worried;6.232686045647019
worry;6.2306094104550205
start;6.22085337781749
injured;6.192856233908989
land;6.1572081256351145
business;6.154300723434235
nation;6.126340392989287
affect;6.108744204599035
tragic;6.10446439346474
citizen;6.076989850895607
dog;6.051516493267653
ive;6.045855500428395
public;6.0378618836425435
earth;6.02697872086577
sleep;6.023429066897164
upset;5.9962022847134895
protest;5.993695425652675
next;5.9866055501992435
donald;5.98311026063395
seen;5.971074918235801
using;5.961916257769333
city;5.955670869196383
mental;5.946893510204775
risk;5.92577113297549
wanted;5.9252392868113475
age;5.925128125337064
effect;5.887713923945852
incident;5.886657360902784
isi;5.837354247187182
disaster;5.821214743543666
elephant;5.798057910390201
past;5.784171490085774
talking;5.771617624819229
air;5.748956651748146
earthquake;5.748267818122282
huge;5.73457108998265
high;5.7168986151077466
disease;5.680162947383303
number;5.667126763387042
three;5.6433528628410095
gone;5.630988034506774
son;5.6247662721100635
opinion;5.607886470981012
affected;5.5947195235779414
easy;5.563267620886479
order;5.562674214796108
almost;5.560761304791459
oil;5.550875822411643
father;5.541195247632047
share;5.5375900572892105
soon;5.50855728808165
stay;5.495120530464215
russia;5.489125221286861
account;5.465316054027681
house;5.445629212974108
hello;5.440689129231443
near;5.421479188145193
nature;5.417296560311686
check;5.409389708781218
last;5.40441131076865
million;5.39894873501965
danger;5.392480602311052
wild;5.379812313347214
hopefully;5.364073944003163
extremely;5.363213941824625
example;5.361144953435815
force;5.328919673715855
syria;5.316112429901499
towards;5.301396713120878
he;5.280835842935215
politics;5.269399579224336
pay;5.25329241183973
drug;5.23635708870714
ridiculous;5.222712308337135
cop;5.21871996238006
quite;5.209701844676043
building;5.173420104182394
please;5.167860735527964
member;5.1434167639888075
realize;5.137243019764178
doctor;5.134890157132798
rather;5.129117310187782
harm;5.114618644363851
white;5.1137047169192655
unfortunate;5.0816556862848525
power;5.054143331228843
move;5.038586864266236
given;5.036257673289764
attention;5.034915468622986
wont;5.031435967236703
open;5.02554054379906
teacher;5.016702192488678
fight;4.965009127574458
fighting;4.9645118246027495
figure;4.955999608919873
ago;4.945163318159636
product;4.943714455323297
boy;4.939839585033003
blame;4.929241101924679
sport;4.917903517638683
bear;4.9152515917363
likely;4.912770202999681
effort;4.911218855299189
true;4.907618176393317
peace;4.886595732721311
took;4.857441920454951
win;4.846192322125567
coming;4.845058835446483
possible;4.832504568250989
result;4.829846583395813
difficult;4.826304068659371
simply;4.765715165263176
hearing;4.7611025419338135
knowing;4.758396338424554
turn;4.7487756859704255
across;4.740266542171016
knew;4.740219081536906
seriously;4.728390759095314
small;4.704280663892214
amount;4.701815629242249
treated;4.693638325945216
stupid;4.684938385102707
civilian;4.67101565374403
virus;4.669393575101426
wouldnt;4.6587000365253965
shouldnt;4.658360763542712
longer;4.651967326301096
bring;4.644193663925864
save;4.635392244994048
learned;4.630983332075608
major;4.630632132251601
later;4.612395329664554
couple;4.609526082834415
becoming;4.605287212938397
although;4.593427447656979
certain;4.588449882137196
whats;4.579147633548267
prevent;4.574622407974796
sense;4.556827587918296
youre;4.554772745036071
planet;4.54429359875223
anyway;4.535191977786017
safety;4.527406179381956
call;4.517340044210794
learn;4.511265531403576
stand;4.507152375595641
pain;4.505973109052498
god;4.5033467442748085
office;4.496745988474619
loss;4.472554493143401
along;4.4563372763048
bird;4.452512094599406
eat;4.441737501262344
looking;4.431676047215151
park;4.420149822223738
military;4.381144305374241
racism;4.367982423310767
serious;4.365679187583096
entire;4.362044539493148
spread;4.358632953922861
responsible;4.352668451231274
injury;4.340162688140527
absolutely;4.334966537844082
zoo;4.31711764050857
bank;4.316690903439049
rhino;4.315758395780318
anymore;4.312381138694802
fell;4.311569116298947
truly;4.310018273695701
moment;4.302336752352634
emotion;4.2831865033529
forced;4.282289534372692
interested;4.279684792603792
suicide;4.2680646914376155
worst;4.252100322468676
thousand;4.2292784997106425
suffer;4.224130150741373
called;4.220840137398634
zika;4.219910874048938
step;4.219118732672438
whether;4.207404534391162
allowed;4.2026748865049655
came;4.17995900599627
close;4.1755288754653535
report;4.173135593799179
forest;4.1635119095724775
amazing;4.153145803894796
supporter;4.139711721736751
hit;4.136879638930578
caught;4.133747814924101
cancer;4.130985405288589
behind;4.123772583040357
student;4.1213884466909025
cost;4.114869831791526
trust;4.109124442177853
level;4.104481871934848
helping;4.082397298386219
angry;4.071661080288119
trouble;4.064990243351548
word;4.063468136508876
couldnt;4.062236724016789
recently;4.055016500002206
birth;4.045059323308859
religion;4.035517624382417
music;4.003486949641407
enjoy;4.00025811485138
week;3.9971631197776887
impact;3.993551008040141
set;3.991646993203947
choice;3.9826825430780692
local;3.971860072222498
south;3.9656214854566967
run;3.960244836572484
fish;3.9564283716567057
resource;3.950728181230335
second;3.946824796949882
social;3.9399718141829734
common;3.93604539374135
security;3.93519476818852
violent;3.9349664712508625
polar;3.932680884443537
organization;3.911905008279069
consequence;3.906718307835775
mind;3.8867838678702378
concerned;3.8770199753941768
pollution;3.873297017818696
fault;3.8649735724275383
fan;3.863257516885082
lack;3.851468333042611
sexual;3.850397697634899
alone;3.8452664606960925
culture;3.842368452607425
causing;3.842337703704836
sympathy;3.832507504046189
population;3.827575287691323
study;3.8272779074946173
passed;3.815454655200198
charged;3.812718878188186
russian;3.8118588378937397
id;3.800056833872614
surprised;3.7827886557247745
punished;3.779870442423104
usually;3.7584569512451913
oh;3.750711159380337
wolf;3.7462226092470146
general;3.7423192272813455
careful;3.7235144375567786
current;3.722812960531057
fair;3.721336365221042
losing;3.7002826618003946
rest;3.6934343573659647
weird;3.6793954576866685
ill;3.675973855100181
conflict;3.674966802757577
lived;3.664804629942161
easily;3.663517829127506
party;3.662685045495179
play;3.6623433056600825
certainly;3.652185866662074
adult;3.6424831648992053
sex;3.641658238774329
free;3.6385733669880613
rich;3.626975298863432
head;3.626627467903419
treat;3.626487841172482
india;3.6262753004511104
known;3.6075347074064466
suck;3.604051376634456
generation;3.6031434744059574
lady;3.6018440029876824
leader;3.5887953246155715
destroyed;3.5874255302316596
ride;3.5794903675365344
okay;3.5718187048504486
tried;3.5691648637801165
position;3.5676289664697953
line;3.562663301487114
concern;3.5469502520256833
month;3.5390451058414927
mass;3.535362370648285
video;3.5269121385884
started;3.5245482501356835
threat;3.519554569687198
poacher;3.5171686664782276
basically;3.516930855259451
celebrity;3.5131416688067487
train;3.509953469660267
extinction;3.5047942162088956
criminal;3.502516145020388
full;3.496498067433458
terrorism;3.495889313262337
native;3.49220730206341
industry;3.490750446879207
short;3.4823445576844927
sign;3.4792206887320822
sea;3.4731086842017627
plan;3.472054757266791
finally;3.462913340788981
aware;3.456955166250097
dollar;3.4562595425718863
brought;3.4534093824869196
alive;3.448879523299106
difference;3.4445282343991326
male;3.4417930986701526
loved;3.4383512051297664
internet;3.438002989932567
negative;3.428344415280028
upsetting;3.418499496532356
seeing;3.4137180479592795
starting;3.4094954358865097
excuse;3.40697372076473
attacked;3.3991204242930424
crisis;3.3958807748395787
obama;3.393247992453468
daughter;3.385423990006758
claim;3.382793764197803
scared;3.3807242487285927
liberal;3.380667220405686
worker;3.36206725074925
hour;3.355289478545083
evidence;3.3538920687044285
clearly;3.3469878542601093
corrupt;3.3377723447257135
policy;3.3361956879960375
wildlife;3.3350981716196793
paris;3.333507691497187
environmental;3.326738732879276
pet;3.3229055633399924
deserves;3.320860957071623
weve;3.3173337134278773
somebody;3.3068327695600073
worked;3.306720998916047
hospital;3.3041460929447295
heartbreaking;3.2988349963356938
including;3.2942066919403534
behavior;3.2933801904037985
begin;3.291797140430787
clean;3.2911892458196186
illegal;3.286263853484605
outside;3.2852807958751535
expect;3.2840180674142943
employee;3.2832999735536212
coffee;3.282817535708032
international;3.2827543550219054
interest;3.276342203396689
honestly;3.2757378510405486
unfortunately;3.2743897615630546
saw;3.2709352241546505
break;3.2676225416399762
street;3.2586790929684515
putting;3.2583637499440954
respect;3.2517837019208637
whatever;3.250925331667117
blood;3.2484238158591197
iraqi;3.24555709580131
disturbed;3.239538318012179
jail;3.2364071290325125
regarding;3.2207619090403443
service;3.217867246029335
stopped;3.2167552239439607
rule;3.2055765478469165
fix;3.1939538920342816
treatment;3.1868440270256486
immigrant;3.185258780839259
region;3.1817694953411593
medical;3.1765512412385983
education;3.165490154833343
rate;3.159475379522979
everyday;3.1577241147696706
recent;3.1576264543246464
wife;3.1572834559328737
author;3.1548298244610313
price;3.154001421715168
detail;3.150243153466355
talked;3.1382994165901104
survive;3.1264482031617504
turned;3.126203279802764
vote;3.12613377859821
torture;3.1238339397119694
tough;3.123265335057848
considered;3.120142611550765
california;3.1190049871033976
endangered;3.117376439220727
answer;3.1145955110909176
survived;3.1139589658362947
access;3.1105758456651253
insane;3.107372518938862
afghanistan;3.1038511031193186
illness;3.102335409159738
campaign;3.0957575795454533
personal;3.0955583043668784
pipeline;3.091702448059519
fully;3.088101032140003
online;3.0845961653700447
shoot;3.083578603481693
drive;3.080864440623374
needed;3.0763800320460164
driving;3.0745251670835048
abuse;3.073527780588674
large;3.0696339398271397
driver;3.0681939752221687
habitat;3.0571218645545737
politician;3.055691966539767
official;3.0491198506147628
focus;3.04806742973159
idiot;3.0472829850403547
playing;3.046053098329726
seemed;3.0425445708765593
pull;3.0409784696790014
alarming;3.0407270435043356
female;3.0340102500056663
saying;3.0336185395728257
crash;3.030575902396871
north;3.0288857091052246
nice;3.02787240324734
solution;3.0143179716361272
gas;3.013346235461699
cruel;3.0092807174085396
decade;2.99892636750898
anywhere;2.996355242731338
haiti;2.9959820596273468
mess;2.9880910125835842
decided;2.98221171439354
normal;2.9782404963161166
writing;2.9763705510685576
pray;2.97260330026573
hell;2.9658299684865588
afraid;2.96030694335288
born;2.9556197609836596
supply;2.9527640269227082
name;2.9524121143347744
shit;2.952305899642697
totally;2.9520371213133787
waste;2.9502817158999997
gay;2.9483064093297386
husband;2.9437660580069633
boat;2.943066899018349
donate;2.93857660336496
option;2.9384957857213005
commit;2.937783458366244
guilty;2.936803987693703
bus;2.934916913926589
older;2.9331287515446287
process;2.9284978337534358
supposed;2.927936432060082
catch;2.917520231403201
similar;2.914086269798378
light;2.9127534985448467
perhaps;2.9092816008459312
obviously;2.9068950118041217
mentally;2.8922802728795864
mexico;2.8922263965148494
turtle;2.891340690747924
funny;2.886413353386321
temperature;2.877355800799013
aid;2.8707541619328496
africa;2.870616247258431
racist;2.8706095845588706
republican;2.865563857769986
town;2.8616990223391374
strong;2.847633648088824
based;2.8436963339821286
particularly;2.838830308763572
history;2.8365628917884407
corruption;2.826328672971396
extinct;2.825762052640919
fine;2.821169261674027
reach;2.820413154068271
proper;2.815455926664523
truth;2.814680550546272
ended;2.8066397247491026
avoid;2.806598611330837
china;2.7990430198277485
nobody;2.7981494059728598
troubling;2.790347332356938
emotional;2.7898733815287953
weather;2.7893378294532627
hundred;2.784555256442207
poaching;2.7765275472910007
prison;2.7737880570087157
write;2.773044092032815
mosul;2.768845103780534
battle;2.7620188921226596
warning;2.7587700716582804
four;2.7580472225918644
tree;2.7553446775100072
random;2.753804252275235
simple;2.7527950218397903
somehow;2.7452596026531246
room;2.7408816421085214
worth;2.730582240889965
peaceful;2.729870521877713
owner;2.728049522675202
doubt;2.7266212283719264
comment;2.723231084613581
willing;2.7190901491590727
clear;2.7115693775086998
destroying;2.7096478889223357
border;2.7089985456790466
messed;2.708272047459378
fake;2.7060251450237427
ok;2.7040680663826433
iraq;2.7020811402082026
authority;2.6963047504907958
incredibly;2.6956773887566174
forward;2.6929043525007135
several;2.6921919074142395
immigration;2.6916560102394897
clinton;2.6903461590068005
wrote;2.6825364683057145
severe;2.6816894778546234
fargo;2.677462892223088
prayer;2.648022452693242
hot;2.639598358113812
rid;2.634828913399563
paying;2.6344882260534073
activity;2.629049956686043
beyond;2.6223622426053397
relationship;2.6212926047454586
road;2.61997652348243
saddened;2.6194346184048913
fuel;2.6180507336306795
game;2.6065499641951506
ask;2.6030075793225818
solve;2.596599612442173
count;2.592561648734429
korea;2.591226180731983
contact;2.590503918673791
responsibility;2.5834484592824163
camp;2.581805370972681
upon;2.5812773529751443
fun;2.5795587253562
late;2.577689619328492
mostly;2.5710859264687524
scientist;2.567691976727989
lately;2.5656623796000724
terrifying;2.564315476742356
data;2.5631251529577455
third;2.558454071368535
measure;2.5577637686050365
usa;2.557303043796577
creature;2.5551751812779635
smoking;2.5538143828354927
everywhere;2.553567537701592
night;2.5527618204371545
arrested;2.5480009564858404
decision;2.5468228851761823
brain;2.544513169634693
soldier;2.5356097823982804
chicken;2.533171189259627
horrifying;2.527151499104211
watch;2.5231759605549766
consider;2.5196262371670706
tiger;2.5190623551625637
considering;2.5162717744631675
eventually;2.5146957661111418
surprising;2.5130479876986964
main;2.5090822267209805
quickly;2.5056935970544103
model;2.5009983735329575
terror;2.5005151322988057
abused;2.4973072013772177
destroy;2.4963448963454065
held;2.494178128162109
term;2.4941117804256696
evil;2.4910714148342104
voted;2.488660963755994
giving;2.481541523291604
prevented;2.480363610524053
message;2.476191965962291
extreme;2.472763085123984
ice;2.4707976581235003
provide;2.4661888833516996
spend;2.4655153316747938
send;2.459192640730084
speak;2.457764457309235
yemen;2.4549812335950985
grow;2.4542558992874173
crap;2.454169959507893
banana;2.444528468992543
advantage;2.443955637940765
bacteria;2.4392033346347253
younger;2.4338563630131227
form;2.4321038506597144
push;2.4320079896107054
racial;2.431918480771526
moving;2.4308727237518375
granted;2.429636238001096
minority;2.4288511800554087
being;2.4277074523268483
coal;2.4262336016286055
view;2.4218713902479974
according;2.4183123330194163
paid;2.4140355471241466
picture;2.412132256706968
massive;2.4107897244512038
quality;2.4045099561094974
suffered;2.404027987361119
shocking;2.403348738578293
early;2.3983825135051733
strange;2.392337486306767
stuck;2.3890690707988775
mistake;2.3869697234367573
available;2.385345989437665
disorder;2.3836656939795486
actor;2.3819192042898814
anyways;2.3812959743252278
top;2.3810688788654297
struggle;2.380534620777394
source;2.379677399802995
assault;2.3754067429502026
strike;2.372144528171936
post;2.3713771170502187
half;2.3712796416425497
ecosystem;2.369603605984184
tired;2.3677621053512694
ground;2.367410539128348
acting;2.3660693929750685
murdered;2.3643708878146454
affecting;2.364180309753131
energy;2.3577643771964105
question;2.3549388385625214
economy;2.353566877006939
showing;2.3521489696552833
national;2.3482664204626196
mad;2.347998637649802
apartment;2.343865220035055
multiple;2.3414159440407554
bombing;2.335059624855377
changed;2.3262401682051568
shark;2.325779298062891
front;2.3172104455434863
unfair;2.315305640767163
raped;2.3130765958656334
tension;2.308370996267096
grateful;2.304364899626715
depression;2.303572270621309
punishment;2.302178968065784
literally;2.2937846889223796
etc;2.2924063191803485
listen;2.292187382303618
opportunity;2.2916892929410193
charge;2.2912926600150674
photo;2.2819550157605395
belief;2.2787255591787594
meat;2.2782913896534542
race;2.27358627931055
lucky;2.269901668991243
kim;2.2625250111965154
federal;2.2618734313983566
serve;2.26151441127839
low;2.2614602790361618
tax;2.257409784797186
freedom;2.2549601550062905
hurting;2.248927736276663
saudi;2.2389701490284817
potentially;2.23734481847161
sister;2.232218744549186
involving;2.230133317021057
forget;2.227385724190122
growing;2.226576913047199
offer;2.223325160737335
necessary;2.21570843518821
wilderness;2.210933444807151
increase;2.2074163244256138
suspect;2.2051253756059097
nonsense;2.2048075993807488
program;2.204061048236618
sending;2.200642919783398
bomb;2.2002308656624456
surprise;2.198428390088405
led;2.1919624485634297
inside;2.1917453977991723
coconut;2.1912519455701296
illegally;2.1905879368299503
whenever;2.188883006786653
plant;2.185713819805691
finding;2.1852036608280403
unbelievable;2.1828506900636664
ending;2.1816592722873414
divide;2.180602329853442
mention;2.1801291924626107
investigation;2.179689889794718
shes;2.1783631667603855
daily;2.1756378630892725
walk;2.1726439327736773
ignore;2.17261455402333
pakistan;2.1722699014850377
regardless;2.171325089572647
appreciate;2.1712498889631133
un;2.1670838104917944
syrian;2.166933720436977
worrying;2.1666437730223596
stress;2.165899758745193
gave;2.16549114715734
storm;2.1627363164863045
migrant;2.162277634671735
ability;2.1615925735497696
running;2.159257044978055
asked;2.158187138155781
dude;2.155859587305031
frog;2.152523921407178
horse;2.1523185107276497
reality;2.151917315136996
follow;2.149101105832565
forever;2.148280574672614
endure;2.145731219232608
river;2.1412566704055562
powerful;2.139067113910091
beautiful;2.1384380784085497
burn;2.136611026212237
leaving;2.134209454714491
majority;2.132392322938766
elected;2.1323135673034406
eating;2.1299678191401856
bigger;2.129176111069968
research;2.1236815111947434
telling;2.1231241490165513
relative;2.121669138533654
gotten;2.12123048884102
hollywood;2.116062865817337
within;2.1158536990496595
allow;2.115671998408676
alot;2.1132240277430014
bet;2.112571049048856
weapon;2.110946202619907
particular;2.10907403841338
positive;2.1061774341468986
tear;2.1050827038798565
torn;2.099883381986944
turkey;2.099028874222914
youd;2.0989871084857112
voting;2.0942348445552876
single;2.086811456649824
outbreak;2.082976622492311
rise;2.0800164328977053
badly;2.076769317873792
lie;2.076426877291042
displaced;2.0758490157980884
value;2.07532893418075
pilot;2.075144055126628
waiting;2.0750401250228365
jungle;2.07471994100027
shown;2.074488600537111
flint;2.071795685638604
practice;2.069672711906531
somewhat;2.067096127144973
legal;2.0665944053898664
drought;2.061101306116572
despite;2.0586869386799687
constantly;2.054854755523255
horrific;2.0535401441567176
lifestyle;2.0515901160846277
build;2.0498892907536166
tend;2.049345461092223
standard;2.0492358047393764
afford;2.0479776738006
stomach;2.046069642666717
vehicle;2.0458260739648995
biggest;2.03895086659155
five;2.0383105195410485
song;2.0379131062736486
hi;2.036586430058198
percent;2.030865478387473
extremist;2.029628315414788
sudden;2.0296013796657824
recover;2.027469215470068
dream;2.0269872415980266
color;2.0265572408942143
throw;2.026025340440118
reminds;2.023917948382148
havent;2.022864689637941
moral;2.0222441586000692
gorilla;2.0219079978906533
ivory;2.021872266402153
ensure;2.021279604192346
motive;2.020623503721997
dear;2.0169153870076864
science;2.0157806357675985
keeping;2.013936798003704
spent;2.0083420907935827
devastating;2.008270253437355
wait;2.006742572972131
nearly;2.004114931233927
shoe;2.0040242196107827
gap;2.0008508538364667
handle;1.9990562721987812
indonesia;1.9951019250370017
related;1.994376817492219
red;1.9932056169236538
france;1.9921385044015807
cut;1.9900747006093389
wanting;1.9883626232533436
chaos;1.9854197796931854
mom;1.9837572176480633
troop;1.9833392376826404
shield;1.977440846941107
fighter;1.9739672981294105
bother;1.9726962154057797
basic;1.972195144651626
possibly;1.9669411977254354
joke;1.9666146371019815
theyll;1.9656851649080855
anytime;1.964569186611762
impossible;1.9639351635056086
purpose;1.9633329355711002
passing;1.963058423020828
mouse;1.9629782656407335
committed;1.9611367133531081
overall;1.9572771865517589
shut;1.9560526587590128
theyve;1.9541848586862751
creating;1.953649198736554
protecting;1.9526488104652002
hillary;1.9525091799104835
broke;1.9507709882846846
democrat;1.9506022471673026
improve;1.950462573547745
saving;1.9498524789757161
statement;1.9497641821964147
orangutan;1.9462660653229933
somewhere;1.9462516251331428
cry;1.9455101727475972
learning;1.9383365519792781
ship;1.9367815613567594
safer;1.9272091521235146
unless;1.9219706397184022
profit;1.921845660109892
piece;1.919454376703172
yes;1.918141079409607
survivor;1.9177752405918134
wildfire;1.9175545507416938
teach;1.912629568895094
mentioned;1.9114778895372888
senseless;1.9027574767463502
deeply;1.9025786888354979
ugh;1.9013743907749978
hold;1.9007773242998565
knowledge;1.8972579439331403
failed;1.8956491211111188
method;1.892385946026627
dad;1.8915127487077434
college;1.887107789786306
compassion;1.8865891102329266
drinking;1.8857566737648785
pond;1.885257545468018
australia;1.8852260358006738
warm;1.883872660857382
candidate;1.8832360807136534
committing;1.8830688884760338
bunch;1.8819738162063258
special;1.881767314688262
sit;1.8739108628365526
higher;1.8735498579159031
benefit;1.872452413518662
choose;1.8668150089543158
plus;1.8660906758340956
quit;1.863211249483474
protection;1.8618667863236673
generally;1.8555981502552361
shocked;1.8542643096159332
domestic;1.853400855336587
tortured;1.8521447319665516
starving;1.8510312565841633
sent;1.849915365520659
aleppo;1.8461695121922728
sadly;1.8437581503634377
preventable;1.8431026309303542
personally;1.842009283406643
catastrophe;1.838921736465755
hoping;1.8349248969836784
movie;1.834841647076474
helped;1.8320871452908372
period;1.8304172604001123
protected;1.830234409860848
islamic;1.8296252174857424
attempt;1.829187289111618
occurred;1.828673282825711
florida;1.8270909229399552
ban;1.8260358470936744
instance;1.8248645768657739
beginning;1.8242881583640909
poverty;1.819588243886528
numerous;1.8190580887319499
falling;1.8190318068857116
constant;1.81828262022551
fortunate;1.8161529704815274
harder;1.8144949589494903
hasnt;1.813880491101752
class;1.8116189423381268
treating;1.8090263790729593
yeah;1.8062038175235142
easier;1.8032209912885433
fall;1.8010624514223241
sentence;1.7999209852285487
threatened;1.7954731218238331
super;1.7939612496897013
professional;1.7912027510476805
asking;1.790548662308223
bombed;1.782465589258934
reporting;1.7819024270240078
broken;1.7816520394270923
bullying;1.7805117477407961
protesting;1.7800526100595793
