term;tfidf
look look;6.170632937330307
gun gun;6.147639688565715
terrible terrible;6.145216918280899
two two;6.141414314293426
lost lost;6.128152545918325
anyone anyone;6.113307882444851
many people;6.063732490845545
america america;6.018052067132867
feel bad;5.974521153907501
wish wish;5.9652114904580325
found found;5.957531970923875
probably probably;5.935323034265747
wrong wrong;5.934352766539282
might might;5.9318967221092
food food;5.918287815438539
horrible horrible;5.874122598455702
fact fact;5.847111161781097
cause cause;5.836936158530422
new new;5.821782391386105
attack attack;5.8055787582595295
home home;5.800291512089916
hate hate;5.776264247778148
without without;5.766505497344228
others others;5.722126116492807
american american;5.697857038395283
feeling feeling;5.67877788513446
different different;5.651139738301295
president president;5.608647469839473
officer officer;5.590697969116134
keep keep;5.5496254609725115
act act;5.52263363721602
kill kill;5.515571224582745
health health;5.485498384092513
fire fire;5.448892915749938
great great;5.429803209674876
theyre theyre;5.42282104631679
big big;5.420426690583696
die die;5.4156250922176286
safe safe;5.411506445828953
society society;5.392605158051328
interesting interesting;5.321133866875103
not not;5.318169880406321
can not;5.318169880406321
victim victim;5.299948235110047
seems like;5.280962822153284
first first;5.263188206242629
ever ever;5.225585126851834
case case;5.208564056619479
shot shot;5.186543556900989
isnt isnt;5.182552663119595
dont know;5.180884257855764
seem seem;5.162069479504778
killing killing;5.132724605516199
middle middle;5.121794882754429
part part;5.09043422325774
used used;5.051643908546468
le le;5.033337403191696
involved involved;5.01529365586427
men men;5.004360152290483
due due;5.002082727949463
control control;4.999848161839152
group group;4.984661147771267
worse worse;4.964966257658637
everything everything;4.953655833799167
school school;4.946388327519696
crime crime;4.944211896031822
company company;4.9168217355972255
law law;4.86419853669221
important important;4.863231524148466
mother mother;4.8495717747591085
taking taking;4.849433755784828
side side;4.824900818275678
whole whole;4.78775128259738
far far;4.772686173432455
can can;4.7689324778382804
making making;4.760954375373855
there there;4.737131693315265
become become;4.732365928652306
point point;4.729585802191052
hurt hurt;4.7264531735166
deal deal;4.7165661789998286
black black;4.687719619729109
protect protect;4.6611367699243536
happens happens;4.646862896109153
shooting shooting;4.605437659376824
lose lose;4.597367117003794
scary scary;4.585038266872093
taken taken;4.581900252185149
im sure;4.5639478032792935
environment environment;4.550594457706518
specie specie;4.540491023117008
dead dead;4.53447307308203
refugee refugee;4.510826129484637
use use;4.486784274805323
suffering suffering;4.478626104256592
matter matter;4.477626653213318
job job;4.4682487920549985
article read;4.4364114415760225
yet yet;4.434819375006742
system system;4.429482387809268
glad glad;4.42782522393552
type type;4.403480321893976
idea idea;4.4019481627552635
support support;4.348983883991139
went went;4.3334217007558395
heard heard;4.315207372082615
innocent innocent;4.30699217026091
apparently apparently;4.3055117685799935
sound sound;4.2815334889877965
living living;4.268797697101785
love love;4.263886093108979
terrorist terrorist;4.241525148980652
heart heart;4.24096214540878
accident accident;4.240684148144199
muslim muslim;4.239813289301948
dont think;4.235698778651594
condition condition;4.216193184532472
old old;4.216110757643207
wasnt wasnt;4.201363339773508
else else;4.1795515585701155
real real;4.162335741311177
best best;4.153297679391023
sometimes sometimes;4.149950604651243
car car;4.146206149946764
already already;4.143628988439687
young young;4.136413404275157
leave leave;4.132304926409159
actually actually;4.0965916880007995
often often;4.090504421330512
talk talk;4.076068018177249
violence violence;4.044117623869534
arent arent;4.035042183540846
information information;4.031665695514165
least least;4.030985935737209
today today;4.0294351844109535
event event;4.0235409471233075
felt felt;3.981961742755346
medium medium;3.9819101504384515
hand hand;3.947010154535681
tell tell;3.9022075461187526
stuff stuff;3.9006370873101046
face face;3.8855230344051006
dog dog;3.875660075504804
left left;3.862035766067592
body body;3.859445688564509
working working;3.8514547395775267
eye eye;3.837476009816418
remember remember;3.8368433078750472
bit bit;3.8134407292434207
instead instead;3.8001161609148477
deserve deserve;3.7795764492455852
global global;3.7731480752076676
either either;3.7728240705196945
told told;3.7574846519753393
awful awful;3.7432678661402727
fear fear;3.738277076041742
reading article;3.734669079688219
east east;3.726553627891797
however however;3.7242679264752994
cant believe;3.7167568007372136
middle east;3.703324931444985
course course;3.7020980304974644
baby baby;3.701302918692525
individual individual;3.698632560169207
dangerous dangerous;3.6877783127950003
united united;3.6829160433700077
give give;3.6766250803066933
lead lead;3.6733723247527283
damage damage;3.6732773479205054
land land;3.6675608925407244
experience experience;3.662198370178571
together together;3.6611818998897188
warming warming;3.65942050860445
dying dying;3.6477253126920117
sleep sleep;3.64496068946529
election election;3.6408972660187024
worried worried;3.637829430513869
chance chance;3.634572521224172
happy happy;3.6220878855992087
girl girl;3.613892545577836
continue continue;3.612358828243018
action action;3.607195988572692
affect affect;3.601541886313861
completely completely;3.5986985976986356
cant imagine;3.5841560671251913
donald donald;3.5799203744985193
start start;3.5768498375454674
murder murder;3.559714072041098
natural natural;3.5588130987963247
city city;3.5572342632922065
something like;3.543720746098534
seen seen;3.537965216120921
sort sort;3.537043245404824
past past;3.5357114033143673
agree agree;3.5169253329576864
worry worry;3.513054347279865
future future;3.5090887391394774
definitely definitely;3.507229932511036
justice justice;3.4961024612005343
huge huge;3.495471229467836
protest protest;3.490128190196953
age age;3.488221801139531
disturbing disturbing;3.484701206402068
sick sick;3.483122549958353
sorry sorry;3.483095485840299
dont understand;3.4827108985278534
nation nation;3.4772983670964823
injured injured;3.47724504059638
public public;3.476361109018126
citizen citizen;3.4731491423006
political political;3.4706895719506368
mental mental;3.467950990622696
caused caused;3.4657616737186854
high high;3.464716752372616
community community;3.43742288350857
next next;3.4353469234953082
thinking thinking;3.426215863290079
donald trump;3.4222717300299084
wanted wanted;3.4221788955599197
air air;3.4180247846826237
affected affected;3.413465483649532
disease disease;3.4127569279525005
united state;3.412228060927417
global warming;3.4106529654352
million million;3.3746049449179836
upset upset;3.3607600673425195
risk risk;3.3474702488135164
business business;3.3410675106864036
elephant elephant;3.3308938993109023
using using;3.3272535552358375
order order;3.311803529631547
effect effect;3.307310603629237
isi isi;3.300132496822264
disaster disaster;3.2899416384980285
russia russia;3.282732189358687
oil oil;3.279781916327141
earth earth;3.272050266214137
tragedy tragedy;3.2677380052700755
almost almost;3.2647680177414156
talking talking;3.2599916370085427
make feel;3.253448044790861
near near;3.2513791506209944
son son;3.2485237836361134
tragic tragic;3.2477778669521196
drug drug;3.226071279006127
incident incident;3.221662679876764
share share;3.21017713677351
number number;3.207264652158327
last last;3.2026100273013243
really sad;3.1960707829514954
stay stay;3.1779684768773206
pay pay;3.1586885957051414
earthquake earthquake;3.138924793018075
wild wild;3.13427703235295
quite quite;3.119309286205626
house house;3.1176466277054207
force force;3.1138771663387064
nature nature;3.1039531629817305
sound like;3.101303909704968
easy easy;3.0950819664606293
towards towards;3.0936545151674304
three three;3.0900254543308567
im glad;3.0886759980080063
ive ive;3.0879980621230443
father father;3.0801820892655707
disgusting disgusting;3.0743637222577824
building building;3.069318881311607
thing like;3.0685690393489886
syria syria;3.052401383470601
gone gone;3.0432863149262763
member member;3.0410083103220154
opinion opinion;3.0351469940316536
he he;3.0346809836565116
example example;3.0337318277925784
product product;3.0100396251038237
bear bear;3.0010106327742716
shame shame;2.9918006111663833
extremely extremely;2.9883452795200993
account account;2.9712332019856587
sport sport;2.9590689745626984
teacher teacher;2.9568589662695683
likely likely;2.955379689247441
white white;2.9436385970854104
effort effort;2.9380291005038326
police officer;2.9349843528419215
doctor doctor;2.9342162977238395
danger danger;2.9268808646642706
rather rather;2.9247167746872282
politics politics;2.920420397517569
hopefully hopefully;2.919968756130187
ago ago;2.915440551498357
figure figure;2.8986202682930373
realize realize;2.8909343334992945
soon soon;2.8871066410868558
attention attention;2.882563115788706
cop cop;2.870240012789316
given given;2.866404136532473
fighting fighting;2.8629410346609685
bird bird;2.8567431230142675
shouldnt shouldnt;2.8517938435734207
ridiculous ridiculous;2.8496271675734706
across across;2.842925239539903
open open;2.841099154240915
people would;2.83605400170844
took took;2.8277474665019144
please please;2.8192043992120706
simply simply;2.8141066698680803
couple couple;2.8119128116721206
wont wont;2.807047790836307
harm harm;2.7886419684715253
move move;2.783497048339438
small small;2.7700740291833186
boy boy;2.7508237180857673
civilian civilian;2.7498486562105815
longer longer;2.747085154051895
feel sorry;2.74664001151307
turn turn;2.7462123406992824
make sure;2.7352159003476118
becoming becoming;2.734491040698833
eat eat;2.719164212092639
major major;2.7135036636205214
difficult difficult;2.711642055493302
result result;2.699762239590819
save save;2.6937848319610285
bring bring;2.692441458188248
fight fight;2.690980247218294
amount amount;2.6902116711033632
virus virus;2.675895179249138
thousand thousand;2.6748262849603637
bank bank;2.6727938035676293
knowing knowing;2.666447837339334
sense sense;2.66545391586274
certain certain;2.6599658669914885
treated treated;2.655285705687095
seriously seriously;2.6364810017712825
learn learn;2.6352304078410613
true true;2.6296411588390676
possible possible;2.624825990163624
win win;2.6247932633720534
serious serious;2.622712223863564
stupid stupid;2.5971101156449907
youre youre;2.5962877916508194
military military;2.595014154602202
call call;2.5893371852554403
cant even;2.584930743507405
wouldnt wouldnt;2.584112697061747
whats whats;2.5766065838901135
zoo zoo;2.57332914647453
safety safety;2.572961976919214
allowed allowed;2.572126357235742
park park;2.570820556268192
birth birth;2.570795501840062
dont really;2.5596164926627414
coming coming;2.558738654257746
stand stand;2.5571112542154912
spread spread;2.5310042731765816
check check;2.5206520446583363
entire entire;2.5142175948384917
forced forced;2.5132238640722986
god god;2.5111908647434826
whether whether;2.509832830182076
power power;2.5096756634379296
emotion emotion;2.5075680112484737
loss loss;2.504087820862262
knew knew;2.4951076496750715
worst worst;2.4927982134384963
people need;2.4917420081942945
blame blame;2.489469872790008
zika zika;2.481120631431946
rhino rhino;2.4796637786942455
fell fell;2.4771705399776476
along along;2.475158853881521
report report;2.4711835532489075
hearing hearing;2.466758721997423
planet planet;2.46553461903955
moment moment;2.4643384365454213
fish fish;2.4610648727238322
poor people;2.4562992498547964
pain pain;2.4543947338233116
injury injury;2.453137951501198
study study;2.449998185443902
racism racism;2.4433047051336008
supporter supporter;2.4416074579928098
responsible responsible;2.433316110358802
looking looking;2.432729225547233
close close;2.431833316822158
called called;2.428948677423938
step step;2.419925780914893
suicide suicide;2.4165831476118833
office office;2.409327348899107
hit hit;2.39489503399102
wolf wolf;2.3918221367314523
behind behind;2.3818884149856845
local local;2.3791443586902736
population population;2.373575605688412
forest forest;2.370677618140486
cancer cancer;2.3629935462802285
polar polar;2.3568560000870535
south south;2.3548218831300076
unfortunate unfortunate;2.3539582135320836
enjoy enjoy;2.3534393412763333
prevent prevent;2.3518646113113477
couldnt couldnt;2.351709340499121
level level;2.351242595412727
music music;2.3473171774422843
student student;2.3406287168327897
pollution pollution;2.3405849866630137
people dont;2.3364765262836
later later;2.334911207792199
helping helping;2.3346615372635626
second second;2.33065728378398
caught caught;2.327246139111028
interested interested;2.326676391289789
resource resource;2.3259368483708034
polar bear;2.324183989675086
peace peace;2.315869678221132
trust trust;2.3145188145714304
word word;2.313539072576357
although although;2.308634848147486
fan fan;2.3063550006517093
common common;2.301911803256633
suffer suffer;2.29974079450674
truly truly;2.2988966583371293
social social;2.2911027150915424
charged charged;2.2868452288975973
set set;2.2863844875304404
angry angry;2.286338905621468
came came;2.279025829635526
even though;2.2729857927796946
would like;2.2573317424490473
impact impact;2.2551180591237205
causing causing;2.252210397883122
alone alone;2.2506740063542336
culture culture;2.2502672589793233
head head;2.23997911322267
security security;2.239889915158954
really feel;2.23912524308741
anymore anymore;2.2372033564604505
cost cost;2.2305315106921695
mind mind;2.226485940412191
never know;2.226181853417995
absolutely absolutely;2.2255349165626273
people life;2.2241335044274995
lack lack;2.2190401122750014
sexual sexual;2.2107042602687215
week week;2.2086860108358626
innocent people;2.207519796558422
general general;2.202202154831054
organization organization;2.1987119056671753
internet internet;2.1983784393727266
rest rest;2.193690111405384
adult adult;2.18201875888051
trouble trouble;2.1737098555566585
known known;2.167202636518558
party party;2.1660698697122336
fault fault;2.159379336790814
rich rich;2.1592923203357133
sex sex;2.157491373784967
tried tried;2.1525125534726954
losing losing;2.149948341080511
consequence consequence;2.149391149995144
easily easily;2.1483146933773636
choice choice;2.1470490955576307
year old;2.1454333056747035
anyway anyway;2.1403329784731167
ride ride;2.135783599022247
month month;2.132693945152364
poacher poacher;2.130643795432376
usually usually;2.129935425942096
treat treat;2.126736059981891
run run;2.124654850763694
hour hour;2.1231132286237004
concerned concerned;2.12282266478231
suck suck;2.1218881208638463
coffee coffee;2.1216172239281117
train train;2.1192944321370297
passed passed;2.1170466555300695
amazing amazing;2.1100576598289393
recently recently;2.1052035137795975
make sad;2.102944568343174
take care;2.102927959813897
started started;2.1022620146075717
celebrity celebrity;2.0995528033663415
violent violent;2.0968089271934085
criminal criminal;2.0962439250403944
fair fair;2.089791768527152
sea sea;2.0796609849847143
current current;2.075115664941773
mass mass;2.07417220928646
short short;2.071351055685139
play play;2.071051323824331
claim claim;2.064113757443376
id id;2.0600870085035736
dont care;2.045879666427572
interesting article;2.04390007202081
lot people;2.0416551140811374
lady lady;2.0411318166137353
full full;2.040178809553594
religion religion;2.038595296530735
blood blood;2.0306514222128227
crisis crisis;2.0299148413143366
conflict conflict;2.0290483426439923
threat threat;2.026219417066025
free free;2.0239111121495315
extinction extinction;2.0200932636499354
plan plan;2.0181000435366943
male male;2.015676679093863
worker worker;2.013491092049427
lived lived;2.0113715609969125
negative negative;2.011274494593459
including including;2.0110465298804847
obama obama;2.009046420888808
certainly certainly;2.007112349427669
starting starting;2.0069380020887273
seeing seeing;2.0044344571839146
ill ill;2.0029775022020138
india india;2.0022743116172648
brought brought;2.000109543101104
russian russian;1.9998615481012902
concern concern;1.9992640420855203
alive alive;1.9990885341625353
excuse excuse;1.998206743470146
dollar dollar;1.9979982432468666
evidence evidence;1.9963291040312545
sympathy sympathy;1.9946517637733323
leader leader;1.9915390423661055
basically basically;1.9914611548125705
think people;1.990990315462327
surprised surprised;1.9866659408857255
clean clean;1.9865134820366732
environmental environmental;1.9862793413811133
learned learned;1.985888915303518
outside outside;1.9800945918177113
generation generation;1.9776524535051925
policy policy;1.9772546076211996
position position;1.9629589798263027
line line;1.962381604211858
think would;1.9620723323173064
video video;1.9608975940787567
aware aware;1.9588477157034037
worked worked;1.9584716784660148
service service;1.9577162421719219
finally finally;1.9570944699695334
illegal illegal;1.9525587464790828
hospital hospital;1.951647767970155
daughter daughter;1.9481796863206005
regarding regarding;1.9479422130237911
iraqi iraqi;1.9473300436980892
sign sign;1.9437730267929623
pet pet;1.9428418744341243
interest interest;1.9413332558652
like people;1.9324777832219142
somebody somebody;1.9312938442426022
punished punished;1.9307907374011646
difference difference;1.9291449168513841
rule rule;1.9287756182478855
loved loved;1.9249269674475877
mental health;1.9238888290466822
employee employee;1.922419637162438
expect expect;1.9052414903911725
international international;1.903381793750198
liberal liberal;1.9012070482879266
access access;1.8942450027001358
industry industry;1.892764242178502
destroyed destroyed;1.892282543597584
attacked attacked;1.8908651965569652
turtle turtle;1.8868280686487677
people like;1.8854233034593542
weve weve;1.8823700590249457
recent recent;1.8815174126021579
whatever whatever;1.8782135803513258
large large;1.8708787287400388
wife wife;1.8697067222772854
region region;1.8692801337785574
putting putting;1.8689411598624672
corrupt corrupt;1.8678584841472468
people trying;1.8640958572127133
everyday everyday;1.8629465792353597
deserves deserves;1.8605420706591307
paris paris;1.857990408807025
clearly clearly;1.8547163723688762
around world;1.8542340492912888
dont see;1.841859237939051
education education;1.8416592888586258
scared scared;1.8412060344888634
female female;1.8410020369761744
break break;1.8393511868543746
treatment treatment;1.8325436744927046
official official;1.8316459544632167
campaign campaign;1.8302175109313081
rate rate;1.8248476662261455
disturbed disturbed;1.8235892555673168
playing playing;1.8233389215532945
north north;1.8226518641774347
turned turned;1.821573679700129
drive drive;1.8191382573760428
dont want;1.8190488445685133
decade decade;1.8186935052706863
jail jail;1.8164867946021908
detail detail;1.8158918132037178
weird weird;1.815102677970003
talked talked;1.8106029765452212
native native;1.807525369892316
behavior behavior;1.8059873148501522
afghanistan afghanistan;1.8014880948050007
medical medical;1.8000278315014508
needed needed;1.798583363261805
shoot shoot;1.7984054327743815
wildlife wildlife;1.796180593071655
focus focus;1.7949197611894658
survived survived;1.7885622389067664
torture torture;1.785986587375535
every day;1.7848588473745095
loved one;1.7846069805835547
considered considered;1.7775054097500724
really dont;1.7769527654817219
driving driving;1.7747072443422152
older older;1.7723448228640208
online online;1.7702309816773534
supposed supposed;1.7680304375405982
supply supply;1.7628025187026515
long time;1.760216855509239
careful careful;1.7594729165435792
seemed seemed;1.7576583405857602
get away;1.7554691187600826
waste waste;1.7536491673770576
help people;1.7515759170880971
normal normal;1.7506021228811601
commit commit;1.7420433711330177
republican republican;1.7414446858161863
immigrant immigrant;1.7411181239464324
saying saying;1.7397211775062202
begin begin;1.7391720670830357
pull pull;1.736231016352416
driver driver;1.7350381620205089
abuse abuse;1.7343885160855954
really hope;1.733640478823631
people want;1.7328185360924409
upsetting upsetting;1.7321452805308521
similar similar;1.7316342227302597
endangered endangered;1.7282056102992949
unfortunately unfortunately;1.723131469007586
husband husband;1.7193851188158447
temperature temperature;1.7185721837378753
bad people;1.7184600348027608
mentally mentally;1.7181770577377675
seem like;1.718158332030449
based based;1.7173247019615698
pipeline pipeline;1.7152082706885992
okay okay;1.7123270934195522
gas gas;1.71001612558522
personal personal;1.7097450080388439
fully fully;1.707314456825199
perhaps perhaps;1.7065932463173612
town town;1.705817413804741
alarming alarming;1.704582515015141
terrorism terrorism;1.701122336610722
street street;1.6962750831516087
respect respect;1.6950201345794988
politician politician;1.6949535013341002
prison prison;1.6902496144254806
poaching poaching;1.6843932511785196
name name;1.6830777634919019
strong strong;1.6788990814412266
answer answer;1.676242826661739
social medium;1.6754341850949852
idiot idiot;1.6742214122040482
stopped stopped;1.6719978621053402
people killed;1.6711366071114218
pray pray;1.6707517081791816
authority authority;1.6706810779335655
donate donate;1.667650565216383
gay gay;1.6669142039770593
mexico mexico;1.6668494355783212
vote vote;1.666305931568441
decided decided;1.66626330595687
price price;1.665286316396503
family member;1.6639372167890738
wrote wrote;1.663698674373885
haiti haiti;1.662666378823246
africa africa;1.6610942527100276
anywhere anywhere;1.6599931020257113
room room;1.656385280933874
afraid afraid;1.6560183079240367
boat boat;1.6539184780053597
write write;1.6526549296838793
racist racist;1.6495353978055822
hundred hundred;1.6493366894366748
owner owner;1.6465544332650706
weather weather;1.6461754659605068
clinton clinton;1.6452319685984098
particularly particularly;1.644776672529668
could happen;1.6400032805822344
born born;1.6393017588457262
natural disaster;1.6386303884152966
ended ended;1.6374594192256267
obviously obviously;1.6367555187818597
well fargo;1.6365091442275395
fargo fargo;1.6365091442275395
tough tough;1.6344282077021814
truth truth;1.6343112138551417
really bad;1.6329296228339378
camp camp;1.6325757988511598
crash crash;1.629765793500999
cruel cruel;1.6283373559585097
author author;1.6258792314655965
light light;1.6225235790097559
warning warning;1.621878546823881
bus bus;1.621075227482682
contact contact;1.6190790430255542
china china;1.6177106786268496
proper proper;1.6175822000808786
comment comment;1.6164762069283962
nobody nobody;1.6163081421624161
even imagine;1.6149611401716248
fine fine;1.614657801814273
somehow somehow;1.6138258968129675
guilty guilty;1.6125926265180852
process process;1.6106154750285988
survive survive;1.607954705375457
data data;1.6077957569743238
illness illness;1.6060420861413305
younger younger;1.604393139950205
fix fix;1.6043424611180654
aid aid;1.6041397372372173
article really;1.6022386808956153
iraq iraq;1.5991986057252647
banana banana;1.598519534913551
willing willing;1.5979449500571883
tree tree;1.5934705324612277
heartbreaking heartbreaking;1.5908378522261133
reach reach;1.589691490438582
four four;1.589400490075259
insane insane;1.5883666550662903
corruption corruption;1.586964816546881
disorder disorder;1.5849933863176073
extinct extinct;1.5847161334883029
simple simple;1.5830911082575898
california california;1.5815146251039363
forward forward;1.5814879309274608
people get;1.5792051691191151
history history;1.576753302442238
mosul mosul;1.5753106559390313
destroying destroying;1.5751387432118797
ice ice;1.573636577027654
president trump;1.5724440604330407
emotional emotional;1.5710547226677978
clear clear;1.5708669029278728
doubt doubt;1.5688686651648474
not believe;1.5627994402629712
hell hell;1.5618263996147603
solution solution;1.560422317292431
shit shit;1.560399347845879
several several;1.559000640527031
look like;1.5582437866797505
coal coal;1.5566199161456213
chicken chicken;1.5562681776607827
border border;1.555172991423493
prayer prayer;1.5513693254421543
paying paying;1.5511366959672928
model model;1.550078815814266
night night;1.5499982471537748
really need;1.5478982897625908
fake fake;1.5471138782402154
post post;1.5467379633545584
sad see;1.5466089471938025
smoking smoking;1.5452144124685714
rid rid;1.5447199859623268
incredibly incredibly;1.544448005900317
peaceful peaceful;1.5417298371639754
scientist scientist;1.540360421917634
immigration immigration;1.5334936131212726
could imagine;1.524906162677492
little bit;1.5198487328157815
fun fun;1.5195132862495366
saw saw;1.5190861397210809
battle battle;1.5187274593860343
watch watch;1.5162902373644458
held held;1.5142357496423204
mostly mostly;1.5137704580910316
lately lately;1.5120749297310352
activity activity;1.512023347591391
severe severe;1.5115257087048748
solve solve;1.5113083897705946
writing writing;1.5111158542979184
giving giving;1.5108628064393201
would think;1.5105005431519072
hard time;1.5100756019639145
avoid avoid;1.5086233193743654
one thing;1.5077601641108218
honestly honestly;1.5051352794566641
random random;1.5046494983115306
acting acting;1.5040139305524252
worth worth;1.5029869375241103
arrested arrested;1.5029092195066989
main main;1.5028181383097754
would want;1.499612872581943
catch catch;1.491341539923979
measure measure;1.4898147234976256
option option;1.4822681118600094
birth control;1.4794479373027203
wish people;1.4781905712242123
third third;1.4778425200360994
everywhere everywhere;1.477210595801824
ok ok;1.4739635439603673
totally totally;1.4723939962569408
ecosystem ecosystem;1.4685501234313745
early early;1.467574739285479
affecting affecting;1.4667547039752065
habitat habitat;1.4658246394693717
spend spend;1.4654453572200368
year ago;1.4642087083617028
actor actor;1.4625789313653315
assault assault;1.4620569906653518
thought would;1.461800651454474
sad story;1.4617852533732607
people think;1.4615021299865518
plant plant;1.4590846143937584
send send;1.4590803097237854
beyond beyond;1.4584462569599705
saddened saddened;1.4582624465358576
term term;1.4581691373570795
people died;1.4570485613803212
people dying;1.4562299170110522
game game;1.4548920888320993
consider consider;1.4541868705912655
message message;1.452020305402133
moving moving;1.450475265321815
national national;1.449148923975508
feel really;1.4489114763517972
advantage advantage;1.4459005763016461
evil evil;1.4451091640727753
view view;1.4447659253878546
push push;1.4439763875416256
count count;1.443929060793987
quality quality;1.442468471606537
wilderness wilderness;1.44195367730855
able get;1.4392848176761743
think really;1.437759103927509
mess mess;1.4369260355169302
soldier soldier;1.4360152639752228
put place;1.4355597531684854
racial racial;1.4322394037848205
suffered suffered;1.4315082286923155
destroy destroy;1.430474309849268
trying get;1.4293420855636674
troubling troubling;1.4253994498548188
fuel fuel;1.4252768110920344
funny funny;1.4249778277622822
minority minority;1.4246666654460447
half half;1.4246325588016127
paid paid;1.422883014046095
gorilla gorilla;1.4163505599467516
coconut coconut;1.4162724512593428
form form;1.4149257476577761
top top;1.4146588175379482
decision decision;1.4133876591123606
responsibility responsibility;1.4125404755270614
source source;1.412036175925771
frog frog;1.411713437531131
struggle struggle;1.4107567850161087
usa usa;1.4101672643001004
ask ask;1.4100401911007
question question;1.4081754476489639
native american;1.4068825401966625
brain brain;1.4035025329180095
strike strike;1.403074052011048
front front;1.4024791455095098
stuck stuck;1.3976522528618376
massive massive;1.3967788602458173
etc etc;1.394503803476649
economy economy;1.393352681100437
provide provide;1.391574992219759
terror terror;1.3915588371011207
korea korea;1.3875891266368592
relationship relationship;1.3872268572165882
available available;1.3871150088520394
yemen yemen;1.3859357417336573
opportunity opportunity;1.385439685536407
hello friend;1.3853382096950297
federal federal;1.384802377374708
apartment apartment;1.3846448284988517
tension tension;1.381252418852984
want live;1.380232499468445
multiple multiple;1.3787985290568896
bigger bigger;1.3785221307113598
considering considering;1.3784082706451688
hot hot;1.3769103686580364
meat meat;1.376621206334169
murdered murdered;1.3718519541369687
get better;1.3703903062002294
mistake mistake;1.368809412611091
program program;1.3682415774693937
energy energy;1.3680524187928769
according according;1.3649005352048447
storm storm;1.3646610367322847
increase increase;1.3643052329549896
river river;1.362334096107163
crap crap;1.3609447508982944
tiger tiger;1.357163714716372
check article;1.356481882967001
tax tax;1.3557079328228228
raped raped;1.3555745320829322
grow grow;1.3553358161933637
human being;1.3515606217367049
extreme extreme;1.3509995343614958
low low;1.3494283032587289
saudi saudi;1.3476647458447075
eventually eventually;1.347402823677718
serve serve;1.3469336372452794
late late;1.3458973625497426
photo photo;1.3451571031771596
health issue;1.3447346917545968
